DateTime,Price
2024-09-19 12:36:00,2440.26799734
2024-09-19 12:36:01,2440.21201767
2024-09-19 12:36:02,2440.28747858
2024-09-19 12:36:03,2440.21433186
2024-09-19 12:36:04,2440.25501155
2024-09-19 12:36:05,2440.36618146
2024-09-19 12:36:06,2440.58943997
2024-09-19 12:36:07,2440.65348269
2024-09-19 12:36:08,2440.6825
2024-09-19 12:36:08,2440.6825
2024-09-19 12:36:09,2440.77454419
2024-09-19 12:36:10,2440.78199395
2024-09-19 12:36:11,2440.64250001
2024-09-19 12:36:12,2440.03998828
2024-09-19 12:36:13,2439.955
2024-09-19 12:36:14,2439.98928908
2024-09-19 12:36:15,2439.87663174
2024-09-19 12:36:16,2440.01982365
2024-09-19 12:36:17,2440.02148234
2024-09-19 12:36:18,2439.88564784
2024-09-19 12:36:19,2439.93083252
2024-09-19 12:36:20,2439.88435912
2024-09-19 12:36:21,2439.87951818
2024-09-19 12:36:22,2439.85374996
2024-09-19 12:36:23,2439.84457683
2024-09-19 12:36:24,2439.80201666
2024-09-19 12:36:25,2439.81267852
2024-09-19 12:36:26,2439.85336872
2024-09-19 12:36:27,2439.88353931
2024-09-19 12:36:28,2439.83207141
2024-09-19 12:36:29,2439.85332519
2024-09-19 12:36:30,2439.49202761
2024-09-19 12:36:31,2439.20209663
2024-09-19 12:36:32,2438.80396456
2024-09-19 12:36:33,2438.5191782
2024-09-19 12:36:34,2438.32777709
2024-09-19 12:36:35,2438.26494582
2024-09-19 12:36:36,2438.28453518
2024-09-19 12:36:37,2438.26496071
2024-09-19 12:36:38,2438.26249785
2024-09-19 12:36:39,2438.29380544
2024-09-19 12:36:40,2438.29804031
2024-09-19 12:36:41,2438.25891583
2024-09-19 12:36:42,2438.00310146
2024-09-19 12:36:43,2437.80920795
2024-09-19 12:36:44,2437.1225
2024-09-19 12:36:45,2436.92881382
2024-09-19 12:36:45,2436.92881382
2024-09-19 12:36:46,2436.8151953
2024-09-19 12:36:47,2436.85327413
2024-09-19 12:36:47,2436.85327413
2024-09-19 12:36:48,2436.78955856
2024-09-19 12:36:49,2436.75720717
2024-09-19 12:36:50,2436.795003
2024-09-19 12:36:51,2436.76999837
2024-09-19 12:36:52,2436.95455905
2024-09-19 12:36:53,2437.00196879
2024-09-19 12:36:54,2437.27613038
2024-09-19 12:36:55,2437.31168921
2024-09-19 12:36:55,2437.31168921
2024-09-19 12:36:56,2437.41499999
2024-09-19 12:36:57,2437.65419501
2024-09-19 12:36:58,2437.71954611
2024-09-19 12:36:59,2437.72950466
2024-09-19 12:36:59,2437.72950466
2024-09-19 12:37:00,2437.71952393
2024-09-19 12:35:00,2440.64398418
2024-09-19 12:35:01,2440.62453309
2024-09-19 12:35:02,2440.28501153
2024-09-19 12:35:03,2439.98455265
2024-09-19 12:35:04,2439.80176167
2024-09-19 12:35:05,2439.85
2024-09-19 12:35:06,2439.98499975
2024-09-19 12:35:07,2440.13189077
2024-09-19 12:35:08,2439.98875016
2024-09-19 12:35:09,2439.90012299
2024-09-19 12:35:10,2439.805001
2024-09-19 12:35:11,2439.195
2024-09-19 12:35:12,2438.72500439
2024-09-19 12:35:13,2438.5136519
2024-09-19 12:35:14,2438.320268
2024-09-19 12:35:15,2438.35987676
2024-09-19 12:35:16,2438.56190918
2024-09-19 12:35:17,2438.98674168
2024-09-19 12:35:18,2439.1442362
2024-09-19 12:35:19,2439.39948366
2024-09-19 12:35:20,2439.72130845
2024-09-19 12:35:21,2439.72130845
2024-09-19 12:35:22,2439.8106642
2024-09-19 12:35:23,2439.73197449
2024-09-19 12:35:24,2439.76763292
2024-09-19 12:35:25,2439.76576127
2024-09-19 12:35:26,2439.75445541
2024-09-19 12:35:27,2439.69117848
2024-09-19 12:35:28,2439.6652899
2024-09-19 12:35:29,2439.5993293
2024-09-19 12:35:30,2439.65732087
2024-09-19 12:35:31,2439.75961531
2024-09-19 12:35:32,2439.69617892
2024-09-19 12:35:33,2439.52459032
2024-09-19 12:35:34,2439.50534435
2024-09-19 12:35:35,2439.5592863
2024-09-19 12:35:36,2439.64490905
2024-09-19 12:35:37,2439.99764475
2024-09-19 12:35:38,2439.97498821
2024-09-19 12:35:39,2439.96693061
2024-09-19 12:35:40,2439.87689934
2024-09-19 12:35:41,2439.78363563
2024-09-19 12:35:42,2439.7975005
2024-09-19 12:35:43,2439.8101063
2024-09-19 12:35:44,2439.74863896
2024-09-19 12:35:45,2439.72435158
2024-09-19 12:35:46,2439.78772474
2024-09-19 12:35:47,2439.8025005
2024-09-19 12:35:48,2439.77906296
2024-09-19 12:35:49,2439.75072384
2024-09-19 12:35:50,2439.73570421
2024-09-19 12:35:51,2439.74457072
2024-09-19 12:35:52,2439.805003
2024-09-19 12:35:53,2439.75538837
2024-09-19 12:35:54,2439.83100058
2024-09-19 12:35:55,2439.95174513
2024-09-19 12:35:56,2439.96331432
2024-09-19 12:35:57,2440.13706968
2024-09-19 12:35:58,2440.18570451
2024-09-19 12:35:59,2440.20342128
2024-09-19 12:36:00,2440.26799734
2024-09-19 12:34:00,2439.93937626
2024-09-19 12:34:01,2439.96093905
2024-09-19 12:34:02,2440.56281754
2024-09-19 12:34:03,2440.89059112
2024-09-19 12:34:04,2440.93146504
2024-09-19 12:34:05,2441.25502367
2024-09-19 12:34:06,2441.41250785
2024-09-19 12:34:07,2441.3893083
2024-09-19 12:34:08,2441.40500735
2024-09-19 12:34:09,2441.40919536
2024-09-19 12:34:10,2441.53409054
2024-09-19 12:34:11,2441.54844764
2024-09-19 12:34:12,2441.63585852
2024-09-19 12:34:13,2441.64274832
2024-09-19 12:34:14,2441.67532432
2024-09-19 12:34:15,2441.66574722
2024-09-19 12:34:16,2441.60770507
2024-09-19 12:34:17,2441.58423989
2024-09-19 12:34:18,2441.09310533
2024-09-19 12:34:19,2441.045
2024-09-19 12:34:20,2440.795
2024-09-19 12:34:21,2440.6780121
2024-09-19 12:34:22,2440.51198998
2024-09-19 12:34:23,2440.40811731
2024-09-19 12:34:24,2440.37416637
2024-09-19 12:34:25,2440.15008825
2024-09-19 12:34:26,2440.05042184
2024-09-19 12:34:27,2439.90131707
2024-09-19 12:34:28,2439.89328602
2024-09-19 12:34:29,2439.83296704
2024-09-19 12:34:30,2439.87613629
2024-09-19 12:34:31,2439.9364753
2024-09-19 12:34:32,2440.095
2024-09-19 12:34:33,2440.13870011
2024-09-19 12:34:34,2440.16791496
2024-09-19 12:34:35,2440.29622391
2024-09-19 12:34:36,2440.29120593
2024-09-19 12:34:37,2440.28397121
2024-09-19 12:34:38,2440.23773453
2024-09-19 12:34:39,2440.20925111
2024-09-19 12:34:40,2440.095
2024-09-19 12:34:41,2439.98873747
2024-09-19 12:34:42,2439.92687576
2024-09-19 12:34:43,2439.9911908
2024-09-19 12:34:44,2439.84850789
2024-09-19 12:34:45,2439.83297659
2024-09-19 12:34:46,2439.6
2024-09-19 12:34:47,2439.605
2024-09-19 12:34:48,2439.69113131
2024-09-19 12:34:49,2439.91424263
2024-09-19 12:34:50,2440.26232591
2024-09-19 12:34:51,2440.3204834
2024-09-19 12:34:52,2440.38968845
2024-09-19 12:34:53,2440.39448974
2024-09-19 12:34:54,2440.3889587
2024-09-19 12:34:55,2440.38935889
2024-09-19 12:34:56,2440.37236786
2024-09-19 12:34:57,2440.38285125
2024-09-19 12:34:58,2440.68498814
2024-09-19 12:34:59,2440.64398418
2024-09-19 12:35:00,2440.64398418
2024-09-19 12:33:00,2442.04636938
2024-09-19 12:33:01,2441.88578615
2024-09-19 12:33:02,2441.85155601
2024-09-19 12:33:03,2441.89248334
2024-09-19 12:33:04,2441.89915534
2024-09-19 12:33:05,2441.90358322
2024-09-19 12:33:06,2441.81259151
2024-09-19 12:33:07,2441.75523554
2024-09-19 12:33:08,2441.55332703
2024-09-19 12:33:09,2441.50056911
2024-09-19 12:33:10,2441.15696153
2024-09-19 12:33:11,2440.75193294
2024-09-19 12:33:12,2440.65558921
2024-09-19 12:33:13,2440.65513952
2024-09-19 12:33:14,2440.675
2024-09-19 12:33:15,2440.69
2024-09-19 12:33:16,2440.94785955
2024-09-19 12:33:17,2441.1900485
2024-09-19 12:33:18,2441.152902
2024-09-19 12:33:19,2441.39237864
2024-09-19 12:33:20,2441.25036138
2024-09-19 12:33:21,2441.38855877
2024-09-19 12:33:22,2441.36825083
2024-09-19 12:33:23,2441.36825083
2024-09-19 12:33:24,2441.43554788
2024-09-19 12:33:25,2441.4099402
2024-09-19 12:33:26,2441.39665751
2024-09-19 12:33:27,2441.3698148
2024-09-19 12:33:28,2441.32811973
2024-09-19 12:33:29,2441.15946245
2024-09-19 12:33:30,2441.22324816
2024-09-19 12:33:31,2441.21368361
2024-09-19 12:33:32,2441.25093376
2024-09-19 12:33:33,2441.20073877
2024-09-19 12:33:34,2441.27976525
2024-09-19 12:33:35,2441.25022486
2024-09-19 12:33:36,2441.26482196
2024-09-19 12:33:37,2441.27554666
2024-09-19 12:33:38,2441.39253397
2024-09-19 12:33:39,2441.68422643
2024-09-19 12:33:40,2441.70504071
2024-09-19 12:33:41,2441.62280765
2024-09-19 12:33:42,2441.065
2024-09-19 12:33:43,2441.0207457
2024-09-19 12:33:44,2440.68250002
2024-09-19 12:33:45,2440.68250002
2024-09-19 12:33:46,2440.40999916
2024-09-19 12:33:47,2440.0050005
2024-09-19 12:33:48,2439.95211427
2024-09-19 12:33:49,2439.9174283
2024-09-19 12:33:50,2439.9
2024-09-19 12:33:51,2439.9
2024-09-19 12:33:52,2439.90083563
2024-09-19 12:33:53,2439.93987868
2024-09-19 12:33:54,2439.89864347
2024-09-19 12:33:55,2439.93937576
2024-09-19 12:33:56,2439.92675523
2024-09-19 12:33:57,2439.8618184
2024-09-19 12:33:58,2439.86880868
2024-09-19 12:33:59,2439.87749484
2024-09-19 12:34:00,2439.93937626
2024-09-19 12:32:00,2439.61008412
2024-09-19 12:32:01,2439.57642737
2024-09-19 12:32:02,2439.62677417
2024-09-19 12:32:03,2439.67487298
2024-09-19 12:32:04,2439.75801964
2024-09-19 12:32:05,2439.95101615
2024-09-19 12:32:06,2440.0197035
2024-09-19 12:32:07,2440.03263902
2024-09-19 12:32:08,2440.19481271
2024-09-19 12:32:09,2440.20759256
2024-09-19 12:32:10,2440.23974666
2024-09-19 12:32:11,2440.09015261
2024-09-19 12:32:12,2440.17489971
2024-09-19 12:32:13,2440.20965489
2024-09-19 12:32:14,2440.20965489
2024-09-19 12:32:15,2440.21106356
2024-09-19 12:32:16,2440.31994244
2024-09-19 12:32:17,2440.40067239
2024-09-19 12:32:18,2440.68615337
2024-09-19 12:32:19,2440.86416862
2024-09-19 12:32:20,2440.42742927
2024-09-19 12:32:21,2440.2810177
2024-09-19 12:32:22,2440.2975025
2024-09-19 12:32:23,2440.02147276
2024-09-19 12:32:24,2440.035
2024-09-19 12:32:25,2440.025
2024-09-19 12:32:26,2440.09499995
2024-09-19 12:32:27,2440.00350625
2024-09-19 12:32:28,2440.01096357
2024-09-19 12:32:29,2440.09736478
2024-09-19 12:32:30,2440.00323818
2024-09-19 12:32:31,2440.01107158
2024-09-19 12:32:32,2440.06849395
2024-09-19 12:32:33,2440.21499999
2024-09-19 12:32:34,2440.3330025
2024-09-19 12:32:35,2440.43472034
2024-09-19 12:32:36,2440.655805
2024-09-19 12:32:37,2441.29643138
2024-09-19 12:32:38,2441.83263981
2024-09-19 12:32:39,2441.97179444
2024-09-19 12:32:40,2441.80897254
2024-09-19 12:32:41,2441.71795031
2024-09-19 12:32:42,2441.70623358
2024-09-19 12:32:43,2441.84787344
2024-09-19 12:32:44,2441.85052253
2024-09-19 12:32:45,2441.96694417
2024-09-19 12:32:46,2441.92877552
2024-09-19 12:32:47,2441.86979566
2024-09-19 12:32:48,2441.74878986
2024-09-19 12:32:49,2441.68597359
2024-09-19 12:32:50,2441.47499999
2024-09-19 12:32:51,2441.47499999
2024-09-19 12:32:52,2441.6344676
2024-09-19 12:32:53,2441.96745303
2024-09-19 12:32:54,2442.00576697
2024-09-19 12:32:55,2441.98075649
2024-09-19 12:32:56,2442.02339668
2024-09-19 12:32:57,2442.00300468
2024-09-19 12:32:58,2442.09634631
2024-09-19 12:32:59,2442.1170403
2024-09-19 12:33:00,2442.04636938
2024-09-19 12:31:00,2435.47489102
2024-09-19 12:31:01,2436.03919208
2024-09-19 12:31:02,2435.871194
2024-09-19 12:31:03,2435.81464636
2024-09-19 12:31:04,2436.33453309
2024-09-19 12:31:05,2436.49501148
2024-09-19 12:31:06,2436.39821555
2024-09-19 12:31:07,2436.99970535
2024-09-19 12:31:08,2437.18135573
2024-09-19 12:31:09,2437.14664514
2024-09-19 12:31:10,2437.799
2024-09-19 12:31:11,2437.99500099
2024-09-19 12:31:12,2438.1797099
2024-09-19 12:31:13,2438.20692292
2024-09-19 12:31:14,2438.44591569
2024-09-19 12:31:15,2439.05011223
2024-09-19 12:31:16,2439.39744045
2024-09-19 12:31:17,2439.54892038
2024-09-19 12:31:18,2439.48589147
2024-09-19 12:31:19,2439.51343677
2024-09-19 12:31:20,2439.33533761
2024-09-19 12:31:21,2439.41384429
2024-09-19 12:31:22,2439.62956366
2024-09-19 12:31:23,2439.8247762
2024-09-19 12:31:24,2439.831841
2024-09-19 12:31:25,2439.54076266
2024-09-19 12:31:26,2439.46963008
2024-09-19 12:31:27,2439.43249007
2024-09-19 12:31:28,2439.445
2024-09-19 12:31:29,2439.45000981
2024-09-19 12:31:30,2439.35179594
2024-09-19 12:31:31,2439.38854512
2024-09-19 12:31:32,2439.38780638
2024-09-19 12:31:33,2439.50070331
2024-09-19 12:31:34,2439.73411952
2024-09-19 12:31:35,2439.75759949
2024-09-19 12:31:36,2439.85163987
2024-09-19 12:31:37,2439.87315812
2024-09-19 12:31:38,2439.79777721
2024-09-19 12:31:39,2439.79148464
2024-09-19 12:31:40,2439.6654
2024-09-19 12:31:41,2439.68175737
2024-09-19 12:31:42,2439.62435339
2024-09-19 12:31:43,2439.61893858
2024-09-19 12:31:44,2439.59768266
2024-09-19 12:31:45,2439.42180116
2024-09-19 12:31:46,2439.44030154
2024-09-19 12:31:47,2439.43183349
2024-09-19 12:31:48,2439.51248502
2024-09-19 12:31:49,2439.51133776
2024-09-19 12:31:50,2439.68855888
2024-09-19 12:31:51,2439.70497635
2024-09-19 12:31:52,2439.73213283
2024-09-19 12:31:53,2439.65409138
2024-09-19 12:31:54,2439.76594455
2024-09-19 12:31:55,2439.75598185
2024-09-19 12:31:56,2439.80709124
2024-09-19 12:31:57,2439.77204744
2024-09-19 12:31:58,2439.66417908
2024-09-19 12:31:59,2439.65670193
2024-09-19 12:32:00,2439.61008412
2024-09-19 12:30:00,2436.60878332
2024-09-19 12:30:01,2437.04594762
2024-09-19 12:30:02,2437.09884971
2024-09-19 12:30:03,2437.17624059
2024-09-19 12:30:04,2437.75122036
2024-09-19 12:30:05,2437.94862826
2024-09-19 12:30:06,2438.00061831
2024-09-19 12:30:07,2438.0189959
2024-09-19 12:30:08,2438.02161238
2024-09-19 12:30:09,2437.87499998
2024-09-19 12:30:10,2437.62126676
2024-09-19 12:30:11,2437.36277828
2024-09-19 12:30:12,2437.15247264
2024-09-19 12:30:13,2437.21389872
2024-09-19 12:30:14,2437.20157493
2024-09-19 12:30:15,2437.13536472
2024-09-19 12:30:16,2437.07082295
2024-09-19 12:30:17,2436.82323346
2024-09-19 12:30:18,2436.43965341
2024-09-19 12:30:19,2436.24781596
2024-09-19 12:30:20,2436.28837239
2024-09-19 12:30:21,2436.26161202
2024-09-19 12:30:22,2436.28202414
2024-09-19 12:30:23,2436.25526728
2024-09-19 12:30:24,2435.93774255
2024-09-19 12:30:25,2435.60656485
2024-09-19 12:30:26,2435.565
2024-09-19 12:30:27,2435.7575025
2024-09-19 12:30:28,2435.63995884
2024-09-19 12:30:29,2435.55948037
2024-09-19 12:30:30,2435.47496979
2024-09-19 12:30:31,2435.46
2024-09-19 12:30:32,2435.47858866
2024-09-19 12:30:33,2435.42646051
2024-09-19 12:30:34,2435.42519825
2024-09-19 12:30:35,2435.43762913
2024-09-19 12:30:36,2435.45935435
2024-09-19 12:30:37,2435.45003029
2024-09-19 12:30:38,2435.41905561
2024-09-19 12:30:39,2435.41501436
2024-09-19 12:30:40,2435.00991191
2024-09-19 12:30:41,2434.87107669
2024-09-19 12:30:42,2434.88726651
2024-09-19 12:30:43,2434.8631
2024-09-19 12:30:44,2434.83356618
2024-09-19 12:30:45,2434.80667022
2024-09-19 12:30:46,2434.69303206
2024-09-19 12:30:47,2434.69295956
2024-09-19 12:30:48,2434.70125435
2024-09-19 12:30:49,2434.68542417
2024-09-19 12:30:50,2434.69441735
2024-09-19 12:30:51,2434.67027909
2024-09-19 12:30:52,2434.67636642
2024-09-19 12:30:53,2434.37217721
2024-09-19 12:30:54,2434.34395982
2024-09-19 12:30:55,2434.33290387
2024-09-19 12:30:56,2434.29449626
2024-09-19 12:30:57,2434.411438
2024-09-19 12:30:58,2435.38992501
2024-09-19 12:30:59,2435.42977446
2024-09-19 12:31:00,2435.47489102
2024-09-19 12:29:00,2436.80978275
2024-09-19 12:29:01,2436.86945658
2024-09-19 12:29:02,2436.95796399
2024-09-19 12:29:03,2437.05452756
2024-09-19 12:29:04,2437.17418979
2024-09-19 12:29:05,2437.2454756
2024-09-19 12:29:06,2437.37743523
2024-09-19 12:29:07,2437.49434026
2024-09-19 12:29:08,2437.565
2024-09-19 12:29:09,2437.4051509
2024-09-19 12:29:10,2437.38139632
2024-09-19 12:29:11,2437.29008565
2024-09-19 12:29:12,2437.28003716
2024-09-19 12:29:13,2437.2999174
2024-09-19 12:29:14,2437.28141846
2024-09-19 12:29:15,2437.24997325
2024-09-19 12:29:16,2437.2559601
2024-09-19 12:29:17,2437.24930174
2024-09-19 12:29:18,2437.22738144
2024-09-19 12:29:19,2437.18391448
2024-09-19 12:29:20,2437.24933278
2024-09-19 12:29:21,2437.23935104
2024-09-19 12:29:22,2437.23773073
2024-09-19 12:29:23,2437.12922042
2024-09-19 12:29:25,2437.26906708
2024-09-19 12:29:26,2437.23277042
2024-09-19 12:29:27,2437.2291787
2024-09-19 12:29:28,2437.14712741
2024-09-19 12:29:29,2437.19039582
2024-09-19 12:29:30,2437.16134448
2024-09-19 12:29:31,2437.16156458
2024-09-19 12:29:32,2437.19562465
2024-09-19 12:29:33,2437.16794934
2024-09-19 12:29:34,2437.15172251
2024-09-19 12:29:35,2437.15805123
2024-09-19 12:29:36,2437.15798684
2024-09-19 12:29:37,2437.16102485
2024-09-19 12:29:38,2437.19749674
2024-09-19 12:29:39,2437.19001732
2024-09-19 12:29:40,2437.1776318
2024-09-19 12:29:41,2437.15018323
2024-09-19 12:29:42,2437.18607217
2024-09-19 12:29:43,2437.17328656
2024-09-19 12:29:44,2437.15287383
2024-09-19 12:29:45,2437.15975229
2024-09-19 12:29:46,2437.47943162
2024-09-19 12:29:47,2437.45090962
2024-09-19 12:29:48,2437.35384733
2024-09-19 12:29:49,2437.24762682
2024-09-19 12:29:50,2437.14927464
2024-09-19 12:29:51,2436.51663132
2024-09-19 12:29:52,2436.37526808
2024-09-19 12:29:53,2436.3984163
2024-09-19 12:29:54,2436.60810495
2024-09-19 12:29:55,2436.62066171
2024-09-19 12:29:56,2436.63874188
2024-09-19 12:29:57,2436.69464154
2024-09-19 12:29:58,2436.66807601
2024-09-19 12:29:59,2436.62474039
2024-09-19 12:30:00,2436.60878332
2024-09-19 12:28:00,2437.901106
2024-09-19 12:28:01,2437.89249551
2024-09-19 12:28:02,2437.92113099
2024-09-19 12:28:03,2437.88476681
2024-09-19 12:28:04,2437.79555448
2024-09-19 12:28:05,2437.73158514
2024-09-19 12:28:06,2437.74563401
2024-09-19 12:28:07,2437.73029289
2024-09-19 12:28:08,2437.70684731
2024-09-19 12:28:09,2437.744703
2024-09-19 12:28:10,2437.68927159
2024-09-19 12:28:11,2437.87818373
2024-09-19 12:28:12,2438.31681805
2024-09-19 12:28:13,2438.46818862
2024-09-19 12:28:14,2438.60286534
2024-09-19 12:28:15,2438.50520967
2024-09-19 12:28:16,2438.42348495
2024-09-19 12:28:17,2438.43660265
2024-09-19 12:28:18,2438.45053465
2024-09-19 12:28:19,2438.58028507
2024-09-19 12:28:20,2438.58592525
2024-09-19 12:28:21,2438.62022427
2024-09-19 12:28:22,2438.4409354
2024-09-19 12:28:23,2438.29739423
2024-09-19 12:28:24,2438.07097065
2024-09-19 12:28:25,2437.83749991
2024-09-19 12:28:26,2437.78495662
2024-09-19 12:28:27,2437.68383686
2024-09-19 12:28:28,2437.73490077
2024-09-19 12:28:29,2437.7299674
2024-09-19 12:28:30,2437.71776367
2024-09-19 12:28:31,2437.67981826
2024-09-19 12:28:32,2437.46517001
2024-09-19 12:28:33,2437.25202801
2024-09-19 12:28:34,2436.95
2024-09-19 12:28:35,2436.55509309
2024-09-19 12:28:36,2436.49487996
2024-09-19 12:28:37,2436.46942325
2024-09-19 12:28:38,2436.47054021
2024-09-19 12:28:39,2436.5114313
2024-09-19 12:28:40,2436.49014304
2024-09-19 12:28:41,2436.75
2024-09-19 12:28:42,2437.28570658
2024-09-19 12:28:43,2437.51430122
2024-09-19 12:28:44,2437.73380169
2024-09-19 12:28:45,2437.58503113
2024-09-19 12:28:46,2437.56781304
2024-09-19 12:28:47,2437.40747365
2024-09-19 12:28:48,2437.33639532
2024-09-19 12:28:49,2437.31515636
2024-09-19 12:28:50,2437.15041824
2024-09-19 12:28:51,2437.14096938
2024-09-19 12:28:52,2436.91317948
2024-09-19 12:28:53,2436.91317948
2024-09-19 12:28:54,2437.0025005
2024-09-19 12:28:55,2436.9975005
2024-09-19 12:28:56,2437.01934761
2024-09-19 12:28:57,2436.97821663
2024-09-19 12:28:58,2436.91427986
2024-09-19 12:28:59,2436.795
2024-09-19 12:29:00,2436.80978275
2024-09-19 12:27:00,2437.51799059
2024-09-19 12:27:01,2437.26992826
2024-09-19 12:27:02,2437.26081813
2024-09-19 12:27:03,2437.26385812
2024-09-19 12:27:04,2437.18254949
2024-09-19 12:27:05,2437.12741291
2024-09-19 12:27:06,2437.07070515
2024-09-19 12:27:07,2437.07070515
2024-09-19 12:27:08,2436.9680458
2024-09-19 12:27:09,2436.77919896
2024-09-19 12:27:10,2436.6748549
2024-09-19 12:27:11,2436.60955424
2024-09-19 12:27:12,2436.48474343
2024-09-19 12:27:13,2436.4843897
2024-09-19 12:27:14,2436.295
2024-09-19 12:27:15,2436.28161274
2024-09-19 12:27:16,2436.27661274
2024-09-19 12:27:17,2436.22931714
2024-09-19 12:27:18,2436.16202941
2024-09-19 12:27:19,2436.30219237
2024-09-19 12:27:20,2436.26076196
2024-09-19 12:27:21,2436.26075118
2024-09-19 12:27:22,2436.28225132
2024-09-19 12:27:23,2436.18908883
2024-09-19 12:27:24,2436.19528791
2024-09-19 12:27:25,2436.23120554
2024-09-19 12:27:26,2436.20876665
2024-09-19 12:27:27,2436.26075875
2024-09-19 12:27:28,2436.25560827
2024-09-19 12:27:29,2436.25560827
2024-09-19 12:27:30,2436.23020162
2024-09-19 12:27:31,2436.39273173
2024-09-19 12:27:32,2436.44439232
2024-09-19 12:27:33,2436.74993455
2024-09-19 12:27:34,2437.02471568
2024-09-19 12:27:35,2437.05410569
2024-09-19 12:27:36,2437.19230826
2024-09-19 12:27:37,2437.2705
2024-09-19 12:27:38,2437.51192981
2024-09-19 12:27:39,2437.49065059
2024-09-19 12:27:40,2437.528601
2024-09-19 12:27:41,2437.40149792
2024-09-19 12:27:42,2437.53951401
2024-09-19 12:27:43,2437.65660449
2024-09-19 12:27:44,2437.98553053
2024-09-19 12:27:44,2437.98553053
2024-09-19 12:27:45,2438.00753919
2024-09-19 12:27:46,2438.12480859
2024-09-19 12:27:47,2438.08374218
2024-09-19 12:27:48,2438.27259417
2024-09-19 12:27:49,2438.30067182
2024-09-19 12:27:50,2438.30067182
2024-09-19 12:27:51,2438.28866675
2024-09-19 12:27:52,2438.0317377
2024-09-19 12:27:53,2437.99778267
2024-09-19 12:27:54,2437.88913042
2024-09-19 12:27:55,2438.14595933
